userName,content,score,at,label,label_num
Herindra saputra Banin,['sanagat'],5,2024-01-20 13:16:17,positif,1
Sutanti Tanti,['bagus'],5,2024-01-20 13:14:37,positif,1
Antok Suparni,['bagus'],5,2024-01-20 13:06:35,positif,1
Winda Lestari,"['mantaaap', 'betull', 'afknya', 'moga', 'manfaat', 'semuamya', 'terimakasihhh', 'my', 'mtreee']",4,2024-01-20 12:57:10,positif,1
M Adnan,"['suka', 'aplikasi', 'hot', 'promonya', 'besar', 'bikin', 'tidak', 'pusing', 'tikar', 'koin', 'suka', 'koin', 'tukar', 'kuota']",4,2024-01-20 12:54:33,positif,1
Budi Samsul arifin,['proses'],5,2024-01-20 12:37:01,positif,1
slamet riyadi,"['bagus', 'oke', 'banget']",5,2024-01-20 12:33:17,positif,1
Abdul affandi affandi,['bonus'],5,2024-01-20 12:30:54,positif,1
Raya fitriani,['bagus'],4,2024-01-20 12:23:20,positif,1
john martien,['bagus'],4,2024-01-20 12:21:30,positif,1
Lung Ahdar,['bagus'],5,2024-01-20 12:18:50,positif,1
Darmanto Darmanto,['ok'],5,2024-01-20 12:16:05,positif,1
Syaihu Ferdiansyah,['puas'],5,2024-01-20 12:00:11,positif,1
Andri Rustandi,['top'],5,2024-01-20 11:54:24,positif,1
Aip Munawir Arifin,['ok'],5,2024-01-20 11:54:17,positif,1
A Iponk,['bagus'],5,2024-01-20 11:38:03,positif,1
Usman Wahidin,"['indosat', 'my', 'favorit']",5,2024-01-20 11:36:41,positif,1
Tolong Saya,"['isi', 'pulsa', 'aktif', 'tidak', 'nambah', 'aktif', 'bingung', 'isi', 'pulsa', 'tidak', 'nambah', 'aktif', 'miskin', 'bingung']",4,2024-01-20 11:33:40,positif,1
Mat Ajuhan,['mantap'],5,2024-01-20 11:21:56,positif,1
Hilman s93,"['bagus', 'jaga', 'guna', 'indosat', 'nyaman', 'guna', 'operator', 'moga', 'depan', 'rewardnya', 'lekuatan', 'sinyal', 'daerah', 'pelosok', 'susah', 'sinyal', 'terima', 'kasih', 'im', 'terima', 'kasih', 'indosat']",5,2024-01-20 11:06:11,positif,1
Doni Fahnizar,['bagus'],5,2024-01-20 11:01:07,positif,1
Sutopo Yuwono,['lumayan'],5,2024-01-20 11:00:20,positif,1
Malik Ibrahim,['bagus'],5,2024-01-20 10:57:28,positif,1
aryo samudra,['jos'],5,2024-01-20 10:52:17,positif,1
Bagas Sadewo,['ok'],5,2024-01-20 10:52:03,positif,1
Fatimah,['bagus'],4,2024-01-20 10:28:55,positif,1
fauzan azima,['bagus'],5,2024-01-20 10:28:54,positif,1
Tina,"['paket', 'nya', 'murah', 'iya']",5,2024-01-20 10:14:35,positif,1
Alip Fatah,['ok'],5,2024-01-20 10:13:41,positif,1
Muhammad Saifudin,"['pakai', 'im', 'mahalterimakasih', 'im']",5,2024-01-20 10:12:38,positif,1
Nadinka Aja,"['sangatt', 'sangatt', 'puas']",5,2024-01-20 10:05:31,positif,1
Eli Agustin,['banget'],5,2024-01-20 10:04:06,positif,1
Pray Listrik,"['aplikasi', 'ny', 'bagus']",5,2024-01-20 09:54:22,positif,1
sitha rachman,['bagus'],5,2024-01-20 09:51:31,positif,1
sexyroad solid,['bagus'],5,2024-01-20 09:37:52,positif,1
Yohanes Jakas,['bagus'],5,2024-01-20 09:08:46,positif,1
Iman Firmansyah,['madev'],4,2024-01-20 09:05:21,positif,1
Edi Setiawan,['bagus'],5,2024-01-20 09:00:39,positif,1
Sifa Daryanti,"['apknyaa', 'lumayann', 'bagus', 'menurutkuu', 'tpp', 'kadangg', 'suka', 'lolaa', 'gtuu', 'trss', 'kloo', 'kuotanyaa', 'udhh', 'bnrr', 'habiss', 'suka', 'lamaa', 'bgtt', 'loadnyaa', 'kloo', 'buatt', 'mbukaa', 'apknyaa']",4,2024-01-20 08:54:54,positif,1
Rizki Alda alfiansyah,['bagus'],4,2024-01-20 08:47:12,positif,1
Taretan Cell13,['puas'],5,2024-01-20 08:41:45,positif,1
Alfonsus Windarto,['bagus'],5,2024-01-20 08:39:20,positif,1
Si dul,['bagus'],5,2024-01-20 08:38:34,positif,1
Emi emi,['bagus'],5,2024-01-20 08:29:52,positif,1
Antoni Griezman,['oke'],5,2024-01-20 08:27:13,positif,1
Marlina hasugian,"['ama', 'kasih', 'babyak']",5,2024-01-20 08:20:42,positif,1
Maylinda Wati,['bagus'],5,2024-01-20 08:10:58,positif,1
Romi Samsul hadi,"['ok', 'banget']",5,2024-01-20 08:10:01,positif,1
Isma Febi Yulianti,"['paket', 'gampang', 'banget', 'habis', 'yah']",4,2024-01-20 08:09:56,positif,1
Putri Septi,['okk'],5,2024-01-20 08:08:05,positif,1
Propelayer Moba12,['bagus'],5,2024-01-20 08:06:20,positif,1
lutfi alfahrizi,"['bagus', 'tarik', 'promo', 'peromo', 'nya']",5,2024-01-20 08:04:46,positif,1
Aulia Aprilia,"['im', 'sinyal', 'alami', 'ganggu', 'paket', 'mahal', 'suka', 'isi', 'ulang', 'gratis', 'kouta', 'internet', 'tidak', 'moga', 'im', 'lancar', 'sinyal', 'paket', 'murah', 'gb', 'bonus', 'kuota', 'internet', 'terima', 'kasih', 'iya']",4,2024-01-20 07:51:31,positif,1
Cahyana Pribady,['ok'],5,2024-01-20 07:49:55,positif,1
Amrisjam68 Sjam,['ok'],5,2024-01-20 07:49:00,positif,1
Fatkul Mubarokah,['bagus'],5,2024-01-20 07:45:04,positif,1
Sabda Alam,"['sinyal', 'kuat']",5,2024-01-20 07:41:26,positif,1
Ju Naidah,['bagus'],4,2024-01-20 07:25:36,positif,1
adi lenaldi,['bagus'],5,2024-01-20 07:20:21,positif,1
Suparjo Suparjo,"['coba', 'pakai', 'moga', 'mudah', 'tidak', 'ribet', 'iya']",4,2024-01-20 07:14:41,positif,1
Ridho Suhada,"['warung', 'ngarep']",5,2024-01-20 06:38:33,positif,1
Ayu Ikhsan,['baik'],5,2024-01-20 06:33:01,positif,1
Muhammad Faisal,['bagus'],5,2024-01-20 06:30:53,positif,1
Uu Hermawan,"['cepat', 'tanggap']",5,2024-01-20 05:58:40,positif,1
Nyoto,['mantap'],5,2024-01-20 05:42:17,positif,1
Shinko Nen,"['sinyal', 'lumayan', 'buruk', 'suka']",5,2024-01-20 05:31:47,positif,1
Purno Sucipto,['hemat'],5,2024-01-20 05:31:17,positif,1
Rery Djasran,['mantap'],5,2024-01-20 05:21:41,positif,1
wanjay Alok,['bagus'],5,2024-01-20 05:21:11,positif,1
Bolank Bolank,['bagus'],5,2024-01-20 05:11:30,positif,1
Nur Maulida,['puas'],4,2024-01-20 05:03:38,positif,1
Beni Indrawan,['bagus'],5,2024-01-20 04:57:42,positif,1
Bilsa Putra,"['bagus', 'banget', 'mudah', 'sglanya']",5,2024-01-20 04:41:24,positif,1
Ketut Sukomerto,"['jaring', 'tingkat', 'mantappp']",5,2024-01-20 04:37:13,positif,1
Anto Wanto,"['puas', 'jaring']",5,2024-01-20 04:37:00,positif,1
Nasiwan Suro,"['my', 'im']",5,2024-01-20 04:11:11,positif,1
Ryan saputra,['bagus'],5,2024-01-20 04:11:05,positif,1
Mursit sit,['mantap'],5,2024-01-20 04:04:26,positif,1
Dewi Sarmista,"['cocok', 'guna']",5,2024-01-20 03:57:04,positif,1
chairul fadli,"['make', 'ambil', 'bonus', 'masuk', 'otomatis']",5,2024-01-20 03:49:28,positif,1
Lanjut123 1,"['im', 'pekt', 'suka', 'suka', 'nya', 'serah', 'paket', 'atur', 'kouta', 'serah', 'serah', 'im', 'si', 'buatin', 'suka', 'coba', 'deh']",4,2024-01-20 03:48:20,positif,1
Inal Jbi,"['sinyal', 'nya', 'bagus', 'jambi', 'kabupaten', 'muaro', 'jambi', 'camat', 'kumpeh']",5,2024-01-20 03:38:06,positif,1
Ditz Mansion,"['indosat', 'puas']",5,2024-01-20 03:35:49,positif,1
Nhur Lhynda,['mantap'],4,2024-01-20 03:35:27,positif,1
Restu Singgih,"['maaf', 'nomor', 'tidak', 'isi', 'pulsa', 'mohon', 'solosinya', 'terima', 'kasih', 'salam', 'santun', 'moga', 'sehat']",5,2024-01-20 03:20:04,positif,1
Siti Nuraena,"['bagus', 'bngt']",4,2024-01-20 03:20:03,positif,1
Iman Doank,"['indosat', 'ok']",5,2024-01-20 03:06:04,positif,1
Kaira 01,['untung'],5,2024-01-20 03:02:23,positif,1
Nasar Ajad,"['bonuskuota', 'mbwow']",5,2024-01-20 02:59:15,positif,1
Yuda Pratama,['bagus'],5,2024-01-20 02:33:17,positif,1
Erlin Erlin,"['dalam', 'beli', 'apa', 'pulsa', 'paket', 'data']",5,2024-01-20 02:06:12,positif,1
Ariez Sulis,"['suka', 'pakai', 'indosat', 'jaring', 'internet', 'cetar', 'hrga', 'paket', 'internet', 'murah', 'dn', 'hotpromo', 'bikin', 'nendang', 'kantong']",5,2024-01-20 02:06:07,positif,1
Bhony Que,['sukses'],5,2024-01-20 01:54:28,positif,1
Aben Herdiansyah,['bagus'],5,2024-01-20 01:47:54,positif,1
Ahmad Yusuf,"['senang', 'pakai', 'im']",5,2024-01-20 01:32:57,positif,1
Oppo Newarival,"['puas', 'proses', 'mudah', 'cepat']",5,2024-01-20 01:16:10,positif,1
Dwi Handayani,['manfaat'],5,2024-01-20 01:10:35,positif,1
YOGI DIAN,['bagus'],5,2024-01-20 01:07:04,positif,1
Tansa Trisna Gusti,"['indosat', 'amazing']",4,2024-01-20 00:48:07,positif,1
Muhammad Dyan,"['coba', 'bagus', 'tamabah', 'bintang', 'nya']",4,2024-01-20 00:46:19,positif,1
Elsa Boe,"['guna', 'mylm', 'jaring', 'bagus', 'kout', 'unlimited', 'iya', 'mksh', 'myim']",5,2024-01-20 00:42:00,positif,1
Siti Yuliana,['keren'],5,2024-01-20 00:15:34,positif,1
frmnsyh Iqbalmuhamad,"['bismillah', 'kuota', 'gratis', 'he']",5,2024-01-20 00:13:30,positif,1
Rahel Rahel,"['aplikasi', 'ny', 'bagus']",4,2024-01-20 00:11:51,positif,1
Muhammad Hafiz,['bagus'],5,2024-01-20 00:03:02,positif,1
Ma Mas,"['sinyal', 'nya', 'agak', 'lambat', 'sus', 'area', 'rawalumbu', 'bekas', 'timur']",4,2024-01-19 23:55:31,positif,1
Rayvil Manopo,['bagus'],5,2024-01-19 23:53:32,positif,1
Ayu Windayanti,"['promo', 'murah', 'mahal']",4,2024-01-19 23:52:20,positif,1
Bagus Julianto,"['setia', 'im']",5,2024-01-19 23:35:02,positif,1
INDIT MANCING77,"['sinyal', 'oke', 'keceoatan', 'ok', 'murah', 'meriahtoplah']",5,2024-01-19 23:14:21,positif,1
Yantoss purut,"['bagus', 'beli', 'kartu', 'perdana', 'nomor', 'cantik', 'pakai', 'bahasa', 'inggris', 'bingung', 'mbayarnya', 'alfamart', 'tidak']",5,2024-01-19 23:03:45,positif,1
Dimyati s.o. Muhamad,"['tidak', 'pakai', 'kartu', 'indosat']",5,2024-01-19 22:52:49,positif,1
Ali Fatah,"['aplikasi', 'bagus', 'manfaatnyaterima', 'kasih', 'myim']",5,2024-01-19 22:48:09,positif,1
Gissik Ganz,['bagus'],5,2024-01-19 21:52:44,positif,1
Majidd Majiddd,['bagus'],5,2024-01-19 21:47:59,positif,1
Sila Anastasia,"['terima', 'kasih', 'bonus', 'data']",5,2024-01-19 21:36:43,positif,1
Pauzi Muhammad,"['muhammad', 'pauzi']",5,2024-01-19 19:44:59,positif,1
Fdj Tii,"['keren', 'habis']",5,2024-01-19 19:39:05,positif,1
Nabil 123,"['saran', 'menu', 'kunci', 'pulsa', 'bagus']",4,2024-01-19 19:31:57,positif,1
Nona Yumi,['bagus'],5,2024-01-19 18:45:58,positif,1
Casniko Koko,"['topup', 'pulsa', 'pakai', 'dana', 'pulsa', 'tidak', 'masukpadahal', 'saldo', 'dana', 'potongtlp', 'cs', 'bilang', 'tidak', 'transaksitolong', 'hati', 'guna', 'propaider', 'indosatkartu', 'nya', 'patahin', 'keluarga', 'haram', 'pakai', 'jaring', 'indosatpropaider', 'sampah']",5,2024-01-19 18:35:38,positif,1
Eki Riswanti,['puas'],5,2024-01-19 18:35:11,positif,1
Hamid Jackharver,['bagus'],5,2024-01-19 18:33:56,positif,1
Yusranyusrin86 Sura,['sangatemuaskan'],5,2024-01-19 18:29:36,positif,1
Ahmad Rafi,"['kasih', 'paket', 'data', 'iya', 'kak']",5,2024-01-19 18:26:20,positif,1
ardi ansyah,['aku'],5,2024-01-19 18:16:24,positif,1
Abu bakar Assidiq,['keren'],5,2024-01-19 18:01:54,positif,1
Syahril Husein,"['sngat', 'bagus']",5,2024-01-19 17:37:39,positif,1
mochamad firmansyah,"['aplikasi', 'bagus']",4,2024-01-19 17:12:59,positif,1
Reyfan Setiawan,['mantap'],5,2024-01-19 17:10:33,positif,1
Ziya,['mantap'],5,2024-01-19 17:08:28,positif,1
Lilik Setyawan,"['moga', 'rezeki', 'layan', 'im', 'lancar', 'maju', 'depan']",4,2024-01-19 17:06:27,positif,1
Kang Nano,"['tidak', 'bonus']",5,2024-01-19 16:58:50,positif,1
IM. Rifaldi,['kerenn'],5,2024-01-19 16:58:23,positif,1
Rizki Mubarok,"['ko', 'kartu', 'm', 'q', 'mahal', 'beda']",5,2024-01-19 16:35:01,positif,1
Baidawi,['dukung'],5,2024-01-19 16:21:03,positif,1
Herlin Khatynk,['bagus'],5,2024-01-19 16:13:44,positif,1
Trio Paday80,"['top', 'banget']",5,2024-01-19 15:58:15,positif,1
Kuda Terbang,"['im', 'memang', 'mantab']",5,2024-01-19 15:55:28,positif,1
Didi Murjani,['ok'],5,2024-01-19 15:37:51,positif,1
Indra Odank,['dapat'],5,2024-01-19 15:34:27,positif,1
Dimas Nopriansyah,"['bagus', 'lambat', 'sikitleg', 'sikit', 'gak', 'pengaruh']",5,2024-01-19 15:30:23,positif,1
Ilyas Arf,['mantap'],5,2024-01-19 15:23:35,positif,1
Muhammad Syawal,['puas'],5,2024-01-19 15:22:37,positif,1
Winda NASA Palembang,['cocok'],4,2024-01-19 15:19:48,positif,1
Fatier Bagundall,['keren'],5,2024-01-19 14:59:54,positif,1
Siti Yunaidah,['ok'],5,2024-01-19 14:55:47,positif,1
Berliana Apriliasari,['bagus'],5,2024-01-19 14:53:45,positif,1
Syamsul Ajh,['bagus'],5,2024-01-19 14:52:45,positif,1
Mul Yono,"['jaring', 'indosat', 'baik']",5,2024-01-19 14:36:53,positif,1
Shindu Wijaya,"['bagus', 'kerja']",5,2024-01-19 14:31:47,positif,1
Azril Alparezi,['matul'],5,2024-01-19 14:31:07,positif,1
Muhammad Mulyadi,['bagus'],5,2024-01-19 14:14:27,positif,1
Laut Biru,"['murah', 'paket', 'nya']",5,2024-01-19 14:11:53,positif,1
Ared Ardianto,['mantap'],5,2024-01-19 13:58:00,positif,1
DAFIT VAZZA ADITIA Bapak,"['aplikasi', 'nya', 'bagus']",5,2024-01-19 13:31:45,positif,1
deny husin,"['bagus', 'detail']",4,2024-01-19 13:23:09,positif,1
Sunarto Buana Cell 01,['mantap'],5,2024-01-19 13:21:10,positif,1
Syarif Arif,['keren'],5,2024-01-19 13:19:43,positif,1
Tohirfaisal Tiing 1982,['mantap'],4,2024-01-19 13:19:19,positif,1
Ramli Boli,['bagus'],5,2024-01-19 13:14:45,positif,1
Tumpal,['bagus'],4,2024-01-19 13:13:23,positif,1
Bayu Oktafiana,['mantap'],4,2024-01-19 13:03:33,positif,1
Santos Muhamad,['bagus'],5,2024-01-19 12:51:39,positif,1
Boy Ferry saripada,"['lambat', 'an', 'mahal', 'banding', 'tetangga', 'belah']",4,2024-01-19 12:43:39,positif,1
Felix Putra,['bongkooooo'],4,2024-01-19 12:20:10,positif,1
Andy Deck (nextandy),"['im', 'kenal', 'paket', 'internet', 'murah', 'mahal']",5,2024-01-19 12:16:03,positif,1
Pengguna Google,"['indosat', 'bejatharga', 'paket', 'mahalkoneksi', 'busuktolong', 'benah']",5,2024-01-19 12:13:34,positif,1
Zaki Rahmat,"['lambat', 'banget', 'sinyal', 'nya', 'kaya', 'main', 'game', 'hutan']",5,2024-01-19 12:08:20,positif,1
Mikael Mikael,"['murah', 'banget']",5,2024-01-19 12:03:57,positif,1
ozy Woles,['bagus'],5,2024-01-19 11:53:16,positif,1
Suryadi Adi,"['cepat', 'internet', 'lambat', 'bikin', 'seluler', 'panas']",4,2024-01-19 11:43:49,positif,1
Yahya Julianz,"['ko', 'tidak', 'masuk', 'solusi']",5,2024-01-19 11:41:28,positif,1
Jhuniko Geming,['keren'],5,2024-01-19 11:36:55,positif,1
Melldi asza,['mantap'],5,2024-01-19 11:31:57,positif,1
Fenra Permana,"['acces', 'misskomunikasi', 'media', 'presisisi', 'acees', 'ber', 'busenes']",5,2024-01-19 11:30:56,positif,1
aris Popeye,['bagus'],5,2024-01-19 11:23:53,positif,1
Pranata Mansour nales,"['mantap', 'deh', 'pokok', 'kecewa', 'pakai', 'koneksi', 'buka', 'aplikasi', 'nya', 'tidak', 'kuota', 'tidak', 'buka', 'beli', 'kuota', 'aplikasi', 'nya', 'susah']",5,2024-01-19 11:05:23,positif,1
Arisa Kumalasari,[''],5,2024-01-19 11:02:49,positif,1
Angga Heny,"['bonus', 'konsumen', 'biar', 'betah']",5,2024-01-19 10:57:53,positif,1
Danny Surakhman,['bagus'],5,2024-01-19 10:45:31,positif,1
Iis Wawat,['oke'],5,2024-01-19 10:27:25,positif,1
Musrifah Firdziefadhil,['alhamdulilah'],5,2024-01-19 10:24:39,positif,1
Achmad Shidiq,"['masyaallah', 'bagus', 'aplikasi', 'seru', 'banget', 'sih', 'ngapunten', 'iya']",5,2024-01-19 10:09:44,positif,1
Abdul Hadi,['oke'],5,2024-01-19 10:02:00,positif,1
Yandi,['mntap'],5,2024-01-19 09:49:05,positif,1
Den Muslim,['baik'],5,2024-01-19 09:39:27,positif,1
Wondo Sulaeman,"['kouta', 'nya', 'murahsama', 'gratis']",5,2024-01-19 09:37:12,positif,1
Sukiman Kiman,['bagus'],5,2024-01-19 09:15:39,positif,1
Hani Giantary Putri,['mantap'],5,2024-01-19 09:13:20,positif,1
Andi Nugroho,"['pokok', 'mantap', 'myim']",5,2024-01-19 08:57:47,positif,1
Ninit Yuniasari,['mantap'],5,2024-01-19 08:56:52,positif,1
Fadil Malik,['bagus'],5,2024-01-19 08:39:43,positif,1
Cosa Rinaldy,['bagus'],4,2024-01-19 08:37:56,positif,1
Zamron Tohir,['senang'],5,2024-01-19 08:37:44,positif,1
Lelih Lelih,['keren'],5,2024-01-19 08:34:10,positif,1
Matuf Arifin,"['sinyal', 'oke', 'langgan', 'th']",5,2024-01-19 08:29:23,positif,1
Randi Daweng,['mantap'],5,2024-01-19 08:17:39,positif,1
Jon Afrinal,"['sangt', 'suka']",5,2024-01-19 08:15:22,positif,1
yusuf supriatna,"['sinyal', 'daerah', 'cikole', 'lembang', 'bandung', 'barat', 'jelek']",5,2024-01-19 08:10:26,positif,1
ABD AJID,['bagus'],5,2024-01-19 08:06:50,positif,1
Putra Dwiyanto,['cool'],5,2024-01-19 08:03:35,positif,1
Akbar Bangun,['ok'],5,2024-01-19 08:02:41,positif,1
Putra Hidayah,['baru'],5,2024-01-19 07:57:15,positif,1
GO-GOON Channel,['bagus'],5,2024-01-19 07:52:39,positif,1
رحمت داني البغثي,"['aplikasi', 'bagus']",4,2024-01-19 07:52:02,positif,1
Annora Sintang,['bagus'],5,2024-01-19 07:28:26,positif,1
Zidan Zidan,['bagus'],5,2024-01-19 07:25:27,positif,1
Herisahputra Sahputra02,"['bagus', 'suka']",5,2024-01-19 07:07:53,positif,1
RHESDY Adi mamonto Ending,"['mantap', 'im']",5,2024-01-19 06:47:16,positif,1
Lupa email Monyet,['bagus'],5,2024-01-19 06:38:07,positif,1
Proplayer Player,"['aplikasi', 'manfaat', 'kuota']",5,2024-01-19 06:31:23,positif,1
Kuntull Refa123,"['login', 'biar', 'gb']",5,2024-01-19 06:28:59,positif,1
Azka Aprilian saputra,['mnanjs'],5,2024-01-19 06:24:50,positif,1
Olivia Meri,['bagus'],5,2024-01-19 06:14:07,positif,1
Ghost Fahlevi,['bagus'],5,2024-01-19 05:59:55,positif,1
Sahril Sidik,"['minimal', 'bulan', 'promo', 'paket', 'gratis']",5,2024-01-19 05:55:41,positif,1
Heri Zal,['puas'],5,2024-01-19 05:54:12,positif,1
Ratna Wati,['mantap'],4,2024-01-19 05:38:01,positif,1
Ahsan Nuri,['kereen'],5,2024-01-19 05:27:24,positif,1
Nurhayati Tuti,['bonus'],5,2024-01-19 05:21:40,positif,1
Dina Febiyanti,"['oke', 'banget', 'si', 'aplikasi']",4,2024-01-19 05:14:35,positif,1
Aris Setyadi,"['pelit', 'dikit']",5,2024-01-19 05:11:53,positif,1
Jang Saka,['bagus'],4,2024-01-19 05:10:32,positif,1
Sahrul Faridhidayat,['bagus'],5,2024-01-19 04:50:52,positif,1
Novri Yanto,['bagus'],5,2024-01-19 04:45:25,positif,1
Zidan Zandika M,['bagus'],5,2024-01-19 04:36:37,positif,1
Milow Rinos,['layan'],5,2024-01-19 04:27:25,positif,1
Darul Ashim Channel,['okecepat'],5,2024-01-19 04:26:54,positif,1
Bardy Sekamanya,"['bagus', 'aplikasi', 'nya']",5,2024-01-19 04:23:56,positif,1
Titi Agis,['alus'],5,2024-01-19 04:21:27,positif,1
Arfa Spt,"['aplikasi', 'bagus']",4,2024-01-19 04:13:29,positif,1
FF Gmail Com,"['m', 'baik']",5,2024-01-19 04:13:09,positif,1
Ikfina Aisyatus,"['bonus', 'min']",4,2024-01-19 03:55:35,positif,1
Era Baru,['ok'],5,2024-01-19 03:11:43,positif,1
Wagino gino Gino,['poin'],5,2024-01-19 03:09:02,positif,1
Padepokan Masura,['mantap'],5,2024-01-19 03:06:47,positif,1
Siti Fatiha,"['hemat', 'kualitas']",5,2024-01-19 03:02:13,positif,1
Member01 Gmail. Com,"['mudah', 'beli', 'kuota', 'aplikasi']",4,2024-01-19 02:41:49,positif,1
rahman armada,['josss'],4,2024-01-19 02:11:03,positif,1
Ryyo Ishak,"['paket', 'murah', 'mantap']",5,2024-01-19 02:10:19,positif,1
Kalea Azzahra,['keren'],5,2024-01-19 02:07:48,positif,1
Handoko Budi Santoso,"['praktis', 'sederhana', 'komplit', 'bonus']",5,2024-01-19 01:56:47,positif,1
Dasep hermawan,['ok'],5,2024-01-19 01:53:59,positif,1
Ramlah Angona,['super'],5,2024-01-19 01:12:15,positif,1
Kerbau hitam,['ok'],5,2024-01-19 01:10:17,positif,1
Anam Anamnawawi,['puas'],5,2024-01-19 01:02:26,positif,1
Eny Latifah,['bagus'],5,2024-01-19 01:02:01,positif,1
Ade tian,"['i', 'like']",5,2024-01-19 00:58:53,positif,1
Fadila Waty,['bagus'],5,2024-01-19 00:51:06,positif,1
Guntoro Toro,['mantab'],5,2024-01-19 00:37:46,positif,1
Yakum Cyangkamu,"['mantap', 'my', 'im']",5,2024-01-19 00:32:52,positif,1
Prapty Nining,"['padang', 'serai', 'sinyal', 'bangus', 'mohon', 'tingkat', 'nyaman', 'pelanggantrimakasih']",4,2024-01-19 00:27:05,positif,1
Muhadi Muhadi,"['aplikasi', 'bagus', 'banget']",5,2024-01-19 00:18:55,positif,1
Supri Yatin,['bagus'],5,2024-01-19 00:14:48,positif,1
Abde Rahmat,"['bagus', 'banget']",5,2024-01-19 00:09:58,positif,1
Mardi Tulus,"['puas', 'jaring', 'luas', 'sinyal', 'bagus']",5,2024-01-18 23:55:16,positif,1
Roby Firman Syah,"['asalamualaikum', 'beli', 'paket', 'freedom', 'ugbhari', 'aktif', 'beli', 'shopee', 'leter']",4,2024-01-18 23:52:36,positif,1
Septie Dwitika,['bagus'],5,2024-01-18 23:48:29,positif,1
Erno Saputro,['muantab'],5,2024-01-18 23:46:10,positif,1
Dwi Styoningsih,['coba'],5,2024-01-18 23:42:26,positif,1
Okta Viani,"['hebat', 'poin', 'nya', 'tukar', 'kouta']",5,2024-01-18 23:24:38,positif,1
Ferdi,"['bagus', 'banget', 'bang']",5,2024-01-18 23:23:14,positif,1
Adelia Sapitri,"['aplikasi', 'nya', 'bagus']",5,2024-01-18 23:20:24,positif,1
Dinda Dinda,"['murah', 'hemat', 'hhhhjjjjjjjjhhh']",5,2024-01-18 23:15:59,positif,1
Lulu Il Asilun,['bonus'],5,2024-01-18 23:13:32,positif,1
Novitasari Shb,['bagus'],5,2024-01-18 23:10:01,positif,1
Farhan Ramadan,['bagus'],5,2024-01-18 23:04:51,positif,1
Ahmad Dono,"['level', 'jaring', 'bagus', 'cepat', 'ok', 'bagus', 'kerja']",4,2024-01-18 22:19:52,positif,1
Abdullah Tamban,['mntap'],4,2024-01-18 21:02:17,positif,1
Sahari -,"['myim', 'komunikasi', 'dalam', 'aplikasi', 'akses', 'hubung', 'adik', 'teman', 'publik', 'tunjang', 'sistem', 'informasi', 'ilmu', 'tahu', 'keren', 'moga', 'myim', 'jaya', 'sukses', 'terima', 'kasih']",5,2024-01-18 20:44:06,positif,1
Candra Setyawan,['puas'],5,2024-01-18 20:15:27,positif,1
melisa melisa,"['senag', 'mylme']",5,2024-01-18 19:58:12,positif,1
Arista Anggun chairunisaa,"['data', 'wawas']",5,2024-01-18 19:13:45,positif,1
Muhammad Mustakim,['oke'],5,2024-01-18 18:37:08,positif,1
Daud Riwu,['puas'],5,2024-01-18 18:06:24,positif,1
Aprilia Anisa,['bagus'],5,2024-01-18 17:57:37,positif,1
Toto Mardyanto,['mantap'],5,2024-01-18 17:45:52,positif,1
djalma weureu,"['mudah', 'bagus']",5,2024-01-18 17:13:36,positif,1
Rizky Pah25,"['terima', 'kasih', 'bos']",5,2024-01-18 17:07:05,positif,1
Kobel Ulai,['bagus'],5,2024-01-18 16:57:52,positif,1
Sandi San,['okokok'],4,2024-01-18 16:40:26,positif,1
bng haji bng haji,['manfaat'],5,2024-01-18 16:36:47,positif,1
Rina Marlina,"['layan', 'bagus']",5,2024-01-18 16:32:44,positif,1
Surya Fitalia,['bagus'],5,2024-01-18 16:12:02,positif,1
joho lagi,"['gin', 'cara', 'merdeka', 'tuh', 'indonesia']",5,2024-01-18 16:09:49,positif,1
BUM Chicken,['bagus'],5,2024-01-18 16:04:11,positif,1
nenenk Asmara,"['sangatt', 'bayik']",5,2024-01-18 15:48:06,positif,1
krisna batara,['bagus'],5,2024-01-18 15:11:53,positif,1
BUDIMAN 28,['lumayan'],4,2024-01-18 15:07:04,positif,1
Akbar Tohid,['mantap'],5,2024-01-18 14:59:55,positif,1
Risqiani Alfrisya,"['bantu', 'my', 'im', 'lihat', 'sisa', 'pulsa', 'kouta', 'mudah', 'pilih', 'paket']",5,2024-01-18 14:57:40,positif,1
Saipul Pea27,"['tarik', 'mylm']",5,2024-01-18 14:54:42,positif,1
Dikaa Ka,['untung'],5,2024-01-18 14:52:58,positif,1
Ade Lomri,"['myim', 'is', 'my', 'solutions']",4,2024-01-18 14:49:47,positif,1
Muhammad rikardo,['online'],5,2024-01-18 14:43:44,positif,1
riz ky,['mantap'],5,2024-01-18 14:36:31,positif,1
Idin Dewa,"['g', 'bonus', 'kuota', 'bos']",5,2024-01-18 14:34:03,positif,1
Ganteng,"['pajat', 'oto']",5,2024-01-18 14:22:03,positif,1
HENDRA KURNIAWAN hendra,['baik'],5,2024-01-18 14:21:51,positif,1
Ending Ding,"['sngat', 'puasa']",5,2024-01-18 14:12:33,positif,1
Culung aleda Aleda,['rorrr'],5,2024-01-18 14:05:51,positif,1
iba nezt,['oke'],5,2024-01-18 13:58:51,positif,1
Mhmmdrajib Abdulloh,['wel'],5,2024-01-18 13:54:09,positif,1
Mom Izam,['mantap'],5,2024-01-18 13:50:47,positif,1
Heru Kurnia,['top'],5,2024-01-18 13:41:56,positif,1
