userName,content,score,at,label
Hyuga Rizki,"Jaringan IM3 sekarang busuk jelak banget , aku kecewa ,, udah mahal harga kuotanya semakin hari , aplikasi setiap hari erorr terus dan udah beda jauh kaya di tahun yg lalu lalu . sekarang di tahun 2024 bukan semakin bagus tapi malah sebaliknya jadi semakin jelek (Kecewa berat)",2,2024-01-11 04:35:36,negatif
Erton ayu,mantap,5,2024-01-11 04:34:53,positif
Dedi Stiyawan,good,5,2024-01-11 04:33:50,positif
Gendis Jawi,"Main game ping bisa sampai 36k, keren lah indosat, bercandanya lucu banget ini indosat wkwkwkw",1,2024-01-11 04:32:23,negatif
Rizki Sifa,Gangguan terus goblog goblog,1,2024-01-11 04:31:28,negatif
om bob,Apk sering error mau isi kuota aja susah banget. Sinyal makin hari makin lemot.,1,2024-01-11 04:31:03,negatif
Supriadi Herun,"Im3,memeras pelanggan nya sendiri jaringan susah,sudah di buka",5,2024-01-11 04:31:03,positif
ridwan domeng,Makin kesini m3 makin sering gangguan jaringan nya apa lagi klw lgi ujan sering ngilang sendiri data nya.,1,2024-01-11 04:29:24,negatif
Visda Listya,"Makin kesini makin jelek sinyal nya sering ilang tiba², kalo makin bagus sinyal kau ku tambah bintang",1,2024-01-11 04:28:59,negatif
Argia Wildan,"Kuota makin mahal,sinyal gangguan terus🗿",1,2024-01-11 04:28:55,negatif
bang qifly,bagus bgt apk nya,5,2024-01-11 04:28:48,positif
Dwi Wahyu Riyanto,josss,2,2024-01-11 04:24:49,negatif
Ariyan Fahmi,Kecewa sma m3 sekarang,2,2024-01-11 04:24:47,negatif
Callvin Falentino,kartu nyaa jlekk sinyall nyaa jelk juga,3,2024-01-11 04:23:06,negatif
M.mubarok,sangat bermanfaat sekali,3,2024-01-11 04:22:30,negatif
Van Visual,sinyal jelek,1,2024-01-11 04:21:16,negatif
Aceng Rukiwa,im3 jelek buruk sinyal nya bintang' nya saya kurangin dua juga cukup karena tida memuaskan kostumer saya kecewa,2,2024-01-11 04:20:57,negatif
aditya uznan,"Kenapa semakin hari semakin parah aja ini indosat, semakin Lemot",1,2024-01-11 04:19:05,negatif
Devi Adityaningrum,bagus,5,2024-01-11 04:13:50,positif
Rahma Aulia,bagus,5,2024-01-11 04:08:53,positif
Game Moba,Pulsa sering hilang sendiri,1,2024-01-11 04:08:01,negatif
Bimo suRya SuRya,kurang stabil kurang memuaskan aplikasi yang di pilihan beli data nggak bisa di gunakannnnnnn !??!??,1,2024-01-11 04:05:37,negatif
IM Sama 51,Buat bermain game sangat jelek sumpah,1,2024-01-11 03:59:56,negatif
Satriah Ry,data internet sangat buruk gak bagus jelek,2,2024-01-11 03:59:02,negatif
zainur rohman,bagus,5,2024-01-11 03:49:54,positif
Muhammad Afif,Dari pada ngasih reward voucher ga guna mending kek XL/Axis grup yang banyak bonus kuota atau internet menarik tiap minggunya.,1,2024-01-11 03:48:25,negatif
Imam Syafii,bagus,5,2024-01-11 03:38:50,positif
Bayu Giri,aplikasi ini sangat membantu,5,2024-01-11 03:36:59,positif
Dedi Jp,mantab sinyal josss,5,2024-01-11 03:34:55,positif
Ibrahim Erik,malah gak bisa di buka sama sekali aplikasinya. . Sudah paling updete terbaru tetap saja gak bisa buka,2,2024-01-11 03:26:41,negatif
MALIKI,"Jadi males deh make Indosat lagi,sinyalnya ngelag buat donwload game d chrome",1,2024-01-11 03:26:00,negatif
Rudi Irawan,mantap,1,2024-01-11 03:18:55,negatif
Asrori Aska,bagus,4,2024-01-11 03:15:43,positif
isah 994,dimad,1,2024-01-11 03:14:04,negatif
Mohamad Zaki,mantap keren.. bonusan paketan kok sekarang tidak ada.. paketan harga nya kok sekarang mahal.. yang murah kayak tahun kemarin.. terima kasih atas pelayanan anda Indosat.. kami setia memakai kartu ini ..,5,2024-01-11 03:08:01,positif
Shakel Chanel,ok,5,2024-01-11 02:45:23,positif
simpati koe,Ok,5,2024-01-11 02:41:47,positif
Dadank Suhendar,𝘗𝘢𝘳𝘢𝘩 𝘨𝘢 𝘣𝘪𝘴𝘢 𝘭𝘰𝘨𝘪𝘯.. 𝘈𝘴𝘶𝘶𝘶... 😩😩,1,2024-01-11 02:41:40,negatif
Hendri The,"Jangan ada spam buat langganan nada dering, nyolong pulsa aja....unfaedah Tambah lama tambah gak berguna aplikasi ini. Mending uninstal ajaa !!",1,2024-01-11 02:40:52,negatif
Tobungan Siregar,sangat puas,5,2024-01-11 02:40:51,positif
Khadija Khadija,"Kenapa my IM3,tidak bisa di instal",5,2024-01-11 02:39:29,positif
Gudad ilmi,is the best,1,2024-01-11 02:28:33,negatif
Janna Alma,sangat membantu 🥰,5,2024-01-11 02:27:28,positif
Astiani Dewati,Love you,4,2024-01-11 02:25:47,positif
Jerry Butarah,aplikasi ini sangat membantu,5,2024-01-11 02:22:34,positif
Akun Samaran,"Bisa minta no admin gak ya, gw mau cek status no yg udah gak aktif",5,2024-01-11 02:14:07,positif
Abil Salsabil,👍👍👍😬,5,2024-01-11 02:08:40,positif
Imam Syafaa,"kouta disaya mahal"" , sedngkan di hp teman saya kartu m3 murh"" bngt",2,2024-01-11 02:07:27,negatif
Rizki alfakih,mantap,5,2024-01-11 02:06:42,positif
Maimunah Azzahra,Sinyal lemah tidak stabil dan putus².... !!!,1,2024-01-11 02:03:37,negatif
Djuwairiyah Azzahra,Sinyal lemot dan putus².... parah !!,1,2024-01-11 02:03:02,negatif
Aslani Bjm,"Ada discon sudah paketannya,jadi murah beLi koutanya perbuLan",4,2024-01-11 01:59:31,positif
Gus Lan,Gajelas pulsa 50k kesedot ampe abis padahal paket off tolol,1,2024-01-11 01:57:31,negatif
Nugroho Dwis Sugiharto,"Masalah login, tambah nomor indosat normal baik, tampilan bagus. SARAN: Kenapa pada versi terbaru masa aktif tidak ditampilkan didepan? Padahal itu informasi dasar yang sangat penting. Mohon dikembalikan lagi",4,2024-01-11 01:52:29,positif
Yusuf Supardi,Jadi sering gangguan.,2,2024-01-11 01:46:59,negatif
Sumaji Prayoga,baik,5,2024-01-11 01:45:22,positif
Sri Hartati,Eror jaringan trus jelek,3,2024-01-11 01:40:32,negatif
Tukang Ulin,"Jaringan ee, sinyal full kuota baru isi mna mahal lgi hrganya, masa lemot cuman bisa buka wa doang... Indosat 🐕 bikin kesel sumpah.. semua ke hambat cmn krna Indosat",1,2024-01-11 01:35:29,negatif
Adhari Firmansyah,"Alhamdulillah. jangkauan sinyalnya sangat baik, cuman harga harga pulsanya sangat melambung. sampai sampai orang ga kebeli pulsa. Karena ke malalan",5,2024-01-11 01:34:02,positif
Salman Al farizi,"Woe Indosat jelasin knp ko pulsa nya kesedot padahal punya kuota, ajg ngabisin duit doang",1,2024-01-11 01:26:41,negatif
Muchamad Arip,sangat bagusss....,5,2024-01-11 01:18:23,positif
Marji Saja,Mantap bagus,5,2024-01-11 01:08:26,positif
ᴀʀᴅɪ,Apk ya sering eror suka yedoti pulsa Sampek habis parah bet Tolong di bikin fitur pulsa seve Biar pulsa ya gk habis di sedot,1,2024-01-11 01:04:08,negatif
Rahmad Hidayat Ramadhan,goodapps,5,2024-01-11 01:04:06,positif
Wawan Agung,Parah jaringan Ngelemotnya Minta Ampun....🤦‍♂️,3,2024-01-11 01:01:37,negatif
Media_ Af71,"Baru beli nomor im3 baru, setelah install aplikasinya hanya muncul pilihan kuota hot promo dan roaming, selain itu ada tulisan ""Ups! Ada yang salah, tidak dapat menampilkan permintaan mu. Coba beberapa saat lagi."" Padahal sudah dari tanggal 8 sampe sekarang tanggal 10 masih belum ada perubahan.",3,2024-01-11 00:53:21,negatif
Bayurian V,baik mantaap,5,2024-01-11 00:52:05,positif
aditya muwangga,good,5,2024-01-11 00:50:54,positif
Faizrizki Febrian,"main panjat kouta cuma di mainin sama system doang gua ga dapet""",2,2024-01-11 00:47:01,negatif
Mie Goreng,Aplikasi selalu bikin jaringan ngelaik dan tidak ada gratis kouta,2,2024-01-11 00:42:44,negatif
Adang Slais,Top,5,2024-01-11 00:39:16,positif
Pramudaryanto Yanto,goodd,5,2024-01-11 00:34:51,positif
Yuli Purnomo,baik,5,2024-01-11 00:26:46,positif
Sidik Nuryaden,Supervcepat dan bagus jaringannya,5,2024-01-11 00:22:57,positif
Ella Cye03,"Jaringan im3 Sinyalnya sangat parah bahkan disaat hujan sampai E..sinyalnya sungguh parah ,kecewa banget bahkan disaat gak hujan pun sinyal nya E ,sangat kecewa berat pakai im3,gak mau lagi pakai im3 Sinyalnya buruk banget daerah Banjarmasin.",1,2024-01-11 00:19:08,negatif
Heri Duceng,Bagus,1,2024-01-11 00:16:44,negatif
Munawar Bong,ok,5,2024-01-11 00:03:20,positif
Nicky L.Brahamm,good,5,2024-01-11 00:01:45,positif
N GAMING,im3 ini ampun kartu kuota nya paling boros mana kuota gratisnya jarang dpt dpt pun sedikit banget,2,2024-01-10 23:46:39,negatif
Amri Ambi,okkk,5,2024-01-10 23:36:20,positif
Rizki Arwens,Kenapa di indosat tidak ada fitur save pulsa ya? Di XL sm Telkomsel padahal ada loo,3,2024-01-10 23:32:00,negatif
Rahmat Apandi,"Im3 jangan mulai kayak telkom deh ya... udah sering gangguan, harga naik terus jadi makin mahal",2,2024-01-10 23:15:21,negatif
Faisal Suryana,"Maaf saya kecewa, saya mengisi pulsa 50 rebu, lalu membeli kuota 5Gb seharga 18 rebu, transaksi gagal tapi sudah terpotong itu sangat aneh, lalu saya mesan lagi dan tersisa 24 rebu pulsa saya, saya mau kembalikan pulsa saya yang terpotong karna gagal transaksi di awal",1,2024-01-10 23:03:40,negatif
Devy Priatna,bagus,5,2024-01-10 22:53:12,positif
Kiryu Kazuma,mantap,5,2024-01-10 22:47:08,positif
Zerfianda Ulinnuha,Sangat membantu,5,2024-01-10 22:41:57,positif
Kake Holil,terimakasih IM3 sangat senang atas pelayanannya,1,2024-01-10 22:33:39,negatif
Ahmad Sidik,sangat mantap,5,2024-01-10 22:29:43,positif
Shofiyya Azzahra,"sangat bagus dan praktis jadinya, g perlu ribet",5,2024-01-10 22:20:09,positif
Rifki Azis,"Sering sekali jaringan eror tidak ada notif dan pengamanan save pulsa otomatis, pulsa tiba tiba habis",1,2024-01-10 22:15:13,negatif
kasiono Cukur,pakek M3 amat sangat puas,5,2024-01-10 22:00:28,positif
Akror Fiki,semakin sering beli paket internet semakin mahal harga nya,3,2024-01-10 22:00:07,negatif
Kinza Hafiz rivandra,saya bru coba,5,2024-01-10 21:58:11,positif
Fadli Arma,sangat puas pake Indosat,5,2024-01-10 21:23:38,positif
Mantopani Rizal,baik,5,2024-01-10 20:51:48,positif
Jomlo Lolo,Ok,5,2024-01-10 20:46:40,positif
Septiawan Nyaman,mantap,5,2024-01-10 20:07:04,positif
Nursahada Siregar,sangat bagus,5,2024-01-10 20:01:04,positif
Imoeh Ikeu,promonya donggg,5,2024-01-10 19:20:12,positif
Barja Sengeta,Ok,5,2024-01-10 19:05:36,positif
Sanguu Kejoo,"Apk sering elor,terus sekrang gaada tempat isi ulang pocer kouta",1,2024-01-10 19:03:09,negatif
Difa Ramadhani,Anjir ga bisa masuk kenapa privat kok😡,1,2024-01-10 18:59:45,negatif
Merry Alf,"aplikasi ga bisa di buka, notifnya sih gangguan. tapi ini udh berhari2 ga bisa di buka. sial",1,2024-01-10 18:41:00,negatif
Sugiharto Jamil,Jaringan jelek banget...... Ga guna,1,2024-01-10 18:15:04,negatif
Ardan Esport,Internet bosok,1,2024-01-10 18:13:50,negatif
Akbar Ekky,sangat memuaskan,5,2024-01-10 18:13:41,positif
Agussuprianto Agussuprianto,terimakasih,5,2024-01-10 17:53:52,positif
Arfi Arfi,Benerin dlu app nya banyak bgt bug nya masa saya mau hapus paket g bisa jadi ngeganjel kan pas mau isi data update app elit bug sulit,1,2024-01-10 17:52:27,negatif
Kemal Malik,saya merasa kerugian isi pulsa ilang sebagian gara gara jaringan error. pulsa habis ga karuan tolong tanggung jawablah.jangan ga ada konfirmasi baru kali ini gua nyesel pake m3,1,2024-01-10 17:51:49,negatif
Adoll Lan,Sangat tidak puas,1,2024-01-10 17:42:15,negatif
Alloh oh,Good,5,2024-01-10 17:41:15,positif
Miko Artayoga,"Jaringan suka tiba tiba hilang di riau,kecamatan rumbai timur kelurahan tebing tinggi okura Jaringan buruk!!!!!!",1,2024-01-10 17:28:21,negatif
Mamase Toktil,trmksh dngn ada nya aplikasi myIM3 transaksi jd lbh mudah,5,2024-01-10 17:21:27,positif
Afendi,"Harga kuota naik, jaringan tambah parahh",1,2024-01-10 17:20:42,negatif
edi Tangerang,bagus sekali apk nya cukup membantu,5,2024-01-10 17:20:21,positif
victor,Updated makin jelek kuota masih banyak di kiri. Kuota anda sudah habis apaan. Nihh trus buka aplikasi ngak bisa padahal kuota masih banyak 4 gb kan banyak truss angka bisa buka apaan nih . dan satu lagi poin saya ko bisa ilang gimana nih poin saya udah banyak setiap saya isi paket.isi paket aja saya paling kecil 9 gb dab saya isi paket 16 gb trus poin nya bertambah sekali saya liat poin saya ilang,1,2024-01-10 17:04:20,negatif
Fahmi Aditya,cukup baik,5,2024-01-10 16:54:41,positif
Chepy DecoDeSouza,Udah ganti aja jasi ply stor aja wkwkwkw mI ngSih kuota gratis hatrus main game dulu padahal bohong itu dapwt kuota gratis nya supaya nonton iklan aja kan parah sekarang m3 jadi eror Aku kasih b1 aja dulu biar di baca 😁😁😁😁😁,1,2024-01-10 16:51:47,negatif
Alpas Jaya,sinyal bagus,5,2024-01-10 16:42:32,positif
Us bek,"Indosat bukanya makin hari makin baik inimah Malah makin Buruk sangat buruk,sebagai pelanggan setia indosat saya sangat kecewa",1,2024-01-10 16:41:33,negatif
Imelda Sapitri,im3 emang ok,4,2024-01-10 16:28:35,positif
Sultan Bongkar,Situs gelo poin sudah 56000 malah hilang apk M3 stress,1,2024-01-10 16:24:05,negatif
Ray Utomo,"SINYALMU JELEK,, BUAT GAME LEG TERUS BIKIN KCWA PELANGGAN!!!",1,2024-01-10 16:21:35,negatif
Al Husein,Kok gak bisa kebuka aplikasi nya tolong diperbaiki dong,1,2024-01-10 16:18:52,negatif
Alek Boyy,Kok tiba' pulsa ilang sendiri ga di pakai aneh lama' aplikasi ini di perbaiki dl lah kl ga hps aja aplikasi Kya gini nyusahin orang aja udh brp kli hilang puls gara' aplikasi ini ga guna,1,2024-01-10 16:16:46,negatif
Raffi Saputra20,"Saya kecewa.. Makin lama makin kesinin my im3 jaringaanya makin buruk parah nglag busuk bngt jaringanya, tolong dong di tingkatkan lg kapasitas jaringanya biar gk nglag nglagg. Benerin ya jaringanya, makasih",1,2024-01-10 16:15:00,negatif
Nuha Nuha,"Pulsa sisa 5000 top up 25000 kok malah jadi 25000,,, matematika indosat emamg🖕🖕🖕",1,2024-01-10 16:12:06,negatif
Fath_ OmOiZie,Tahun baru sinyal kenceng❌ Tahun baru sinyal tambah lemot✅ Harga Kouta di mahalin tapi koneksi di turunin lama lama males juga pake im3 Kalau costumer ngeluh bukanya di benerin malah di abaikan provider apaan sih ini gajelas banget sinyalnya busuk,1,2024-01-10 16:06:27,negatif
Mustofa Brewok,mantap,5,2024-01-10 16:05:53,positif
Lem Pok,Pulsa gua kesedot mulu padahal gua ga pernah ngutang pulsa di oprator,1,2024-01-10 15:59:23,negatif
fikri Aryadinata,Terima kasih atas sarannya,1,2024-01-10 15:59:05,negatif
Maulido 15,sangat baik,5,2024-01-10 15:55:52,positif
Fajar Annaz,"Indosat pulsa gk d pake tiba""habis Tolong d perbaiki lgi",1,2024-01-10 15:55:40,negatif
Egi Kartiwa,GK tau knpa ya signal nya selalu jelek Mulu ..,1,2024-01-10 15:49:31,negatif
Romi Sugandi,bagus,5,2024-01-10 15:49:05,positif
Ade Siswoyo,Bnykin promo dong.,1,2024-01-10 15:46:59,negatif
Yulis Bar,Cukup dgn m3,5,2024-01-10 15:42:29,positif
Seti Awan,sangat puas,5,2024-01-10 15:39:16,positif
Muhamad Sunarto,Mantap,5,2024-01-10 15:36:36,positif
Mukhofif Punduh,Indosat koyo asu🐷,1,2024-01-10 15:30:51,negatif
Agung123 Agung123,banyak peromo,5,2024-01-10 15:26:06,positif
Mowo Geni,Tidak bisa dipakai,1,2024-01-10 15:24:28,negatif
Asrap Asrap,Saya kecewa sama my IM3 Saya beli Kouta sebesar 60gb Hilang karena ada pembaharuan Saya sangat kecewa padahal saya udah isi di tgl 7 tadi asli kecewa sama Indosat,1,2024-01-10 15:20:31,negatif
Syamsul Bahri,tooooop,5,2024-01-10 15:16:14,positif
Mahmud Magrz,Mamuju,2,2024-01-10 15:15:16,negatif
Silvi “Silviiee” Silvi,.sayangnya kadang-kadang eror jaringannya jumping bikin malees🥲😌,3,2024-01-10 15:11:12,negatif
Roviasih Asih,terbaik,5,2024-01-10 15:07:12,positif
Puput S,"Tolong im3 dievaluasi sistemnya... paket data sdh dimatiin... tp selalu nyedot pulsa... dulu pernah kjdian jg stelah laporan bbrp bulan aman. Ini kambuh lg.. tolong donk sistemnya yang bagus, jangan maling pulsa secara halus.",2,2024-01-10 15:03:52,negatif
Aprila Regina putri,ga bisa liat Kouta,1,2024-01-10 14:58:18,negatif
ippank cs,"Kel.mappala, kec rappocini,kota makassar jaringan isat dan tri lemot abis. Jaringan seluler busuk....",1,2024-01-10 14:55:04,negatif
Aziz Syafutra,baik,5,2024-01-10 14:55:04,positif
Aldi Bagus Jr,Mantap,5,2024-01-10 14:54:38,positif
Mansur Ibrahim,Knpa jaringan im3 di bali sekrang jadi parah gini...lemot nya minta ampun..payahhhhh Sinyal paling bangsad di bali...jaringan terburuk sepanjang masa...,1,2024-01-10 14:54:20,negatif
FF ALWAFI,Ngelag bet njing,1,2024-01-10 14:52:34,negatif
Juju Dalang,"Kartu babi. Kartu setan. Semakin mahal paket data yg kita beli, semakin jlek jaringan yg ada.. Kartu babi betul..",2,2024-01-10 14:48:40,negatif
Edwin Yudhio,Makin kesini makin aneh skrg sinyal nya Indosat harga mahal tpi kualitas sinyal sering down gak ada hujan gak ada angin anehhh gak jelass!!!,1,2024-01-10 14:30:28,negatif
Ilham Arif,"Sinyal semakin sering gangguan, Harusnya semakin mahal harganya, semakin mudah dong sinyal nyaa, sangat kecewa pelanggan indosat dari tahun 90an😪",1,2024-01-10 14:26:25,negatif
Nunung Ccimilikiti,Sinyal busuk lemott,1,2024-01-10 14:21:15,negatif
hade hate,Saya kira paket internet m3 murah dari tri ternyata muuuuuahal 🤣🤣🤣,1,2024-01-10 14:19:01,negatif
Fauzan Saeful Pattah,"Pas masuk suka error, kadang disruh masukin lagi nomornya, kalo di refres kadang error juga, Riwayat paketnya ngga kaya dlu harganya sama atau naiknya ngga beda jauh, trus pernah singnal di daerah saya ilang sampe signalnya ""E"" selama 2 hari lagi, mana saya harus Gmeet buat nugas sama ngumpulin tugas, sering banget kaya gitu, moga aja di tahun ini makin bagus lagi",4,2024-01-10 14:17:31,positif
Izzatunnisa999,cepat lancar,4,2024-01-10 14:17:04,positif
saipulrahmadi saipulrahmadi,sangat bagus dan sangat puas,5,2024-01-10 14:14:46,positif
Naruto Ujumaki,ok,3,2024-01-10 14:11:17,negatif
Rahmat Klaten,Saya kecewa bermain panjat kouta di permainkan mendapat kan angka yg sama tapi tidak menang saya sudah hampir 3 jam tidak ada kemenangan,1,2024-01-10 14:06:31,negatif
Ortus Catalis,okey,5,2024-01-10 14:05:29,positif
erifia helda,ok,5,2024-01-10 14:04:29,positif
MUHAMAD TAJUDIN ROOY,Good,5,2024-01-10 14:04:24,positif
Tiyas Ukhty,"Kenapa real upload terus menu di apk ini. Udh instal ulang, perbarui masih saja gk bisa di buka . Jd sulit mau liat paket data mau transaksi juga mau tukar poin",1,2024-01-10 14:03:21,negatif
Sudiro Husodo,Kenapa gak bisa di pakek paketnya baru di beli emang update gaje,1,2024-01-10 13:54:45,negatif
Nas Didin,ok,5,2024-01-10 13:52:50,positif
Ahmad Muhsinin,"Apalah em3 sekarang ini sinyl penuh buat nge game nge lag, ayo lh bung tolong maksimal in biar kamj orang tidak kecewa. But nge game tiba² gangguan anjir.",1,2024-01-10 13:52:04,negatif
TETEBATU SMILE,best,5,2024-01-10 13:51:11,positif
Udinn Ndiin,baik,1,2024-01-10 13:51:05,negatif
Savana 99,Kak kok sering banget gangguan ya indosat di daerah saya. . .udah restar tetep aja gangguan. . . Area saya tanjung bintang p.simpang tepat nya tolomg di benahi,1,2024-01-10 13:50:29,negatif
Diki Ii,Pepek asu lag terus nggak bisa di buka apk pepek,1,2024-01-10 13:47:03,negatif
Wartini,myIM3 top,5,2024-01-10 13:36:00,positif
Kang Sutam,"Internet sdh normal, terimakaaih",5,2024-01-10 13:34:44,positif
Evi Rosilah,"Aplikasi myim3 sangat baguss d gunakan,",5,2024-01-10 13:32:42,positif
Mughni Zrn,Sinyal kadang sering hilang dan saya rasa mungkin tidak cocok digunakan saat bermain game.,1,2024-01-10 13:32:00,negatif
Boi Gaming,keren,5,2024-01-10 13:28:36,positif
Lukman Hakim,"mantaaaaaaph bonusnyaaaa,,,,,.gilaaa prromo nyaaaaaa",5,2024-01-10 13:27:44,positif
Hidayat Taufiq,mantapzzz...👍👍👍,3,2024-01-10 13:27:41,negatif
Indh Indhh,ok,5,2024-01-10 13:26:41,positif
Eja Mahendra,sya suka,4,2024-01-10 13:21:21,positif
Noiruuu 21,"PARAH LU, WS GW PECAAHHH😔😔",1,2024-01-10 13:20:53,negatif
Ksatria Adi,Tambah mahal tambah sering lag,1,2024-01-10 13:20:22,negatif
N,Akhir2 ini sinyal buruk kalo ga becul ngelola jaringan mending lu tutup aja perusahaan lu,1,2024-01-10 13:16:38,negatif
Wandi Pebrian,Terlalu lama dalam menanggapi masalah baik itu jaringan atau pun yg lain saya harap kedepannya bisa lebih cepat dalam menanggapi masalah,2,2024-01-10 13:16:05,negatif
Diansyah Diansyah,ok sangat menarik,4,2024-01-10 13:10:59,positif
Adha anisa Icha,keren,5,2024-01-10 13:08:59,positif
Syarif Hidayat Tulloh,Bisa gak kalo gangguan ga usah lama²,3,2024-01-10 13:08:16,negatif
Taqi Redmi,Apa apaan gua isi voucher 6gb jadi 5 gb di pake 2 menit tinggal 400 mb woy balikin paket gua anj,1,2024-01-10 13:08:16,negatif
Naura Rafail,Bagus,5,2024-01-10 13:07:42,positif
Jumaditranswisata1234,Sanagat2 bangus,5,2024-01-10 13:03:41,positif
muhammad faiz,Internet paling buruk setelah telkomsel,1,2024-01-10 13:01:09,negatif
CAPTAIN HEROIS GAMER,Ini masalah paling serius dan harus segera di tangani yaitu saat terjadi hujan teras ataupun mendung Kouta nya jadi melampat padahal jaringan nya masih bagus tolong masalah ini segera di perbaiki,1,2024-01-10 13:00:53,negatif
Sendy Potro,"Ko bisa sii pas lagi main gem tiba"" lag abis nya klh,udh gitu di ban lagi g jls bngt",1,2024-01-10 13:00:24,negatif
Rovin Alzindan,"Harga kuota nya udh pada berubah Tapi ini kualitas sinyal jaringan nya ,hadeuuh makin suram Indosat,jelek bener",2,2024-01-10 12:59:23,negatif
Abelio Mario,apk gaje,1,2024-01-10 12:50:21,negatif
Korliana Lina,sangat baik,4,2024-01-10 12:49:04,positif
Nurul Dwi,oks mantaph...!!!,5,2024-01-10 12:48:43,positif
Komang Juliawati,"Tanggung Lo bang "" masa ya aku beli pulsa 10 k aku buat beli kuota cuman 2 rb nah terus aku ga pake lagi tu pulsa soalnya pake 2 kartu jadi ga pernah kesentuh lagi tu pulsa , eh pas di cek lagi malah tinggal 1 rb pulsanya , aktifkan fitur kaya Axis kek males bet kalo gini""",1,2024-01-10 12:47:40,negatif
Sandy Pb,mantap kuota nyaa,5,2024-01-10 12:43:16,positif
Ardiyanto,"paketan semakin mahal, jaringan semakin buruk 👎",2,2024-01-10 12:43:00,negatif
ahmad saudi,bagus,5,2024-01-10 12:42:13,positif
Muhamad sopian Sopian,Jelek karena pulsa langsung hilang,1,2024-01-10 12:42:04,negatif
Muhammad Rifai,madep,5,2024-01-10 12:39:05,positif
Abalff Abalff02,kasi aku paket 1 GB,5,2024-01-10 12:38:58,positif
Moses Manalu,maantap,5,2024-01-10 12:36:54,positif
Dede Hermawan,"Bagus, Tapi tolong dong tambah fitur kunci pulsa, supaya kita bisa tetep internetan tanpa khawatir pulsa habis karena menyalakan data, Sekian Terimakasih 🙏",4,2024-01-10 12:36:01,positif
Cikua Tono,𝘼𝙥𝙡𝙞𝙠𝙖𝙨𝙞 𝙞𝙣𝙞 𝙨𝙖𝙣𝙜𝙖𝙩 𝙢𝙚𝙢𝙗𝙖𝙣𝙩𝙪,5,2024-01-10 12:35:36,positif
baihaki players,Jangan ngerjain orang dong main yang panjat kuota kagak dikasih menang,3,2024-01-10 12:34:53,negatif
Sahril Aril,mantap,5,2024-01-10 12:32:32,positif
Azis Purnomo,belum lama,4,2024-01-10 12:32:20,positif
Joko Budihartono,"Sejak tahun baru kemarin sampai sekarang sinyal lemot , tolong diperbaiki secepatnya jangan bikin pelanggan kecewa",2,2024-01-10 12:24:58,negatif
Podo sari,"Aplikasi aneh setiap mau cek kuota/pulsa pasti aplikasi tidak bisa di buka dan di suruh muat ulang terus udah d muat ulang sama aja, dasar apk mokad",2,2024-01-10 12:21:32,negatif
Evy Indah,Bagus aplikasi nya sangat keren,5,2024-01-10 12:18:10,positif
Prima Rizki,Harga mahal kecepatan LELET,1,2024-01-10 12:14:30,negatif
Riji Rikja,Sekarang IM3 Lebih mahal paketnya dari Telkomsel. Auto pensi pegang kartu im3,1,2024-01-10 12:11:25,negatif
Masruri,Good,5,2024-01-10 12:09:54,positif
Yongki Silegar,Kenapa suka susah dibuka apknya..,4,2024-01-10 12:09:39,positif
Fitria Rahma Wati,cukup baik aplikasinya lumayaann buaaat membantuku dehhh,5,2024-01-10 12:09:36,positif
Hadno Saputra,sangat baik,5,2024-01-10 12:08:02,positif
M Hilman,Masa katanya dapet 750mb kok gamasuk padahal dah ada pesan dari Indosat tapi ga masuk lama lama makin aneh aja ni internet my im3,1,2024-01-10 12:06:54,negatif
Selly Diana,"Jaringan kayak siput, beli yg 30GB lelet minta ampun, beli pake uang dapet jaringan gini.. ini terakhir ku pakek, next ku pake yg lain aja",1,2024-01-10 12:05:39,negatif
IIS SALMAN,Mimin poin ku tadi 1400 kenap jadi 0 yak? Di reset kah?,5,2024-01-10 12:05:25,positif
Abel Adi prasetyo,Indosat sinyal sangat lemot sekali kaya kembali pakai jaringan g,1,2024-01-10 12:04:15,negatif
Lulu Ikhwani,Ko sekarang setiap pembelian kuota pulsa ga dapet koin yah udah berapa kali beli tetep ajah udah mah klo mau buka apknya lemot bngt ampun,3,2024-01-10 12:00:29,negatif
game riot74,"Gak ngerti lagi sama indosat, mau ganti provider nomer udah lama dipake, kenapa sii Indosat",1,2024-01-10 12:00:27,negatif
Vinsensius Tensun,sangat bagus,5,2024-01-10 12:00:21,positif
nor Sale,mantap,5,2024-01-10 11:50:36,positif
Raka Sangga Buana,jaringan suka ilang sendiri sangat tidak direkomendasikan untuk pakai myim3,1,2024-01-10 11:48:57,negatif
Rina Rina,ok,4,2024-01-10 11:41:30,positif
IMAM BASRI,Bintang Tiga aja Karena Aplikasinya Sulit di Buka😓😢,3,2024-01-10 11:37:42,negatif
Jhoni Jonet,good,5,2024-01-10 11:36:01,positif
Gay Mer,app yang keren,5,2024-01-10 11:31:48,positif
Ajat Tea,kuota darurat belum pernah saya dapatkan bagaimana caranya,2,2024-01-10 11:30:43,negatif
Ica999,Mohon untuk perbaiki aplikasi ini biar lebih baik lagi kedepannya .,2,2024-01-10 11:28:42,negatif
Mul Yono,"indosat busuk, tutup aja kalau sinyal gk jelas. buat mabar, buat youtube dll gk asik. gk nyaman skali pake indosat. klau bukan kartu lama males makai indosat.",1,2024-01-10 11:28:13,negatif
